id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
1520;28;RUE SALOMON DE ROTHSCHILD;28 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1521;30;RUE SALOMON DE ROTHSCHILD;30 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1522;42;AVENUE DES LANDES;42 AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1523;5;RUE DES BOCHOUX;5 RUE DES BOCHOUX;Maternelle des Cottages;Elémentaire des Cottages
1524;3;RUE DE MONTRETOUT;3 RUE DE MONTRETOUT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1525;18;RUE DES CHENES;18 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1526;23;ROUTE DES FUSILLES DE LA RESISTANCE;23 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1527;4;RUE SALOMON DE ROTHSCHILD;4 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1528;5;RUE SALOMON DE ROTHSCHILD;5 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1529;17;RUE BENOIT MALON;17 RUE BENOIT MALON;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1530;19;RUE BENOIT MALON;19 RUE BENOIT MALON;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1531;31;RUE DES BAS ROGERS;31 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1532;33;RUE DES BAS ROGERS;33 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1533;35;RUE DES BAS ROGERS;35 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1534;26;RUE DES BOURETS;26 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1535;6;RUE EMILE DUCLAUX;6B RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1536;8;RUE EMILE DUCLAUX;8 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1537;5;RUE DE L' HIPPODROME;5 RUE DE L'HIPPODROME;Maternelle Simone Veil;
1538;63;ROUTE DES FUSILLES DE LA RESISTANCE;63 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1539;21;RUE DES BOCHOUX;21 RUE DES BOCHOUX;Maternelle des Cottages;Elémentaire des Cottages
1540;27;RUE DES BOCHOUX;27 RUE DES BOCHOUX;Maternelle des Cottages;Elémentaire des Cottages
1541;57;RUE DANTON;57 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1542;29;RUE DES MOULINEAUX;29 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1543;6;RUE DES PUITS;6 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1544;24;RUE DE L' HIPPODROME;24 RUE DE L'HIPPODROME;Maternelle Simone Veil;
1545;60;RUE DES MOULINEAUX;60 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1546;1;ALLEE DES OLIVIERS;1 ALLEE DES OLIVIERS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1547;26;RUE DES MOULINEAUX;26 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1548;4;RUE DE BELLEVUE;4 RUE DE BELLEVUE;Maternelle des Cottages;Elémentaire des Raguidelles
1549;15;RUE CARNOT;15 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1550;29;RUE DE LA PROCESSION;29 RUE DE LA PROCESSION;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1551;23;RUE DES PUITS;23 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1552;43;RUE DES CHENES;43 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1553;50;RUE DES BARTOUX;50 RUE DES BARTOUX;Maternelle des Cottages;Elémentaire des Cottages
1554;74;RUE DES CHENES;74 RUE DES CHENES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1555;70;RUE DES CHERCHEVETS;70 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1556;43;ALLEE DE LA PEPINIERE;43 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1557;31;RUE DES CHENES;31 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1558;14;RUE DE LOCARNO;14 RUE DE LOCARNO;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1559;9;ALLEE DES MARRONNIERS;9 BIS ALLEE DES MARRONNIERS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1560;12;RUE SALOMON DE ROTHSCHILD;12 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1561;51;RUE DES COUVALOUX;51 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1562;1;RUE SALOMON DE ROTHSCHILD;1 BIS RUE SALOMON DE ROTHSCHILD;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1563;7;RUE SALOMON DE ROTHSCHILD;7 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1564;70;RUE DE LA REPUBLIQUE;70 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1565;13;RUE DE LOCARNO;13 RUE DE LOCARNO;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1566;21;RUE DES MOULINEAUX;21 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1567;3;CHEMIN DE LA MOTTE;3 CHEMIN DE LA MOTTE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1568;20;RUE DU RATRAIT;20 RUE DU RATRAIT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1569;8;RUE DE VERDUN;8 RUE DE VERDUN;Maternelle Simone Veil;Elémentaire Jules Ferry
1570;68;RUE DE LA LIBERTE;68 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1571;9;PAS DU PANORAMA;9 PAS DU PANORAMA;;Elémentaire Jules Ferry
1572;8;RUE SALOMON DE ROTHSCHILD;8 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1573;19;AVENUE DES LANDES;19 AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1574;56;RUE DES CHERCHEVETS;56 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1575;78;RUE DES CHERCHEVETS;78 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1576;2;ALLEE SANTOS DUMONT;2 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1577;26;ALLEE SANTOS DUMONT;26 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1578;169;RUE DE VERDUN;169 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1579;12;RUE DU CHEMIN VERT;12 RUE DU CHEMIN VERT;Maternelle République;Elémentaire Parc
1580;42;RUE DES MOULINEAUX;42 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1581;45;RUE DES BOURETS;45 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1582;39;RUE DES FLEURS;39 RUE DES FLEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1583;32;ALLEE SANTOS DUMONT;32 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1584;66;RUE ROUGET DE LISLE;66 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1585;17;RUE DES TOURNEROCHES;17 RUE DES TOURNEROCHES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1586;17;DOMAINE DES HOCQUETTES;17 DOMAINE DES HOCQUETTES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1587;17;AVENUE DE L' ABBE SAINT-PIERRE;17 AVENUE DE L'ABBE SAINT-PIERRE;;Elémentaire des Raguidelles
1588;38;AVENUE DE FOUILLEUSE;38 AVENUE DE FOUILLEUSE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1589;3;ALLEE DES GROS BUISSONS;3 ALLEE DES GROS BUISSONS;Maternelle Wilson;Elémentaire Vaillant Jaurès
1590;18;ALLEE WILLIAM PENN;18 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1591;31;AVENUE EDOUARD VAILLANT;31 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1592;14;RUE CARNOT;14 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1593;30;RUE CARNOT;30 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1595;68;RUE ROUGET DE LISLE;68 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1596;37;RUE CARNOT;37 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1597;6;PLACE DE STALINGRAD;6 PLACE DE STALINGRAD;Maternelle Wilson;Elémentaire Vaillant Jaurès
1598;27;RUE CARNOT;27 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1599;15;RUE MERLIN DE THIONVILLE;15 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
1600;2;RUE BERTHELOT;2 RUE BERTHELOT;Maternelle Simone Veil;Elémentaire Jules Ferry
1601;1;RUE DIDEROT;1 TER RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
1602;33;RUE WORTH;33 RUE WORTH;Maternelle des Raguidelles;Elémentaire des Raguidelles
1603;63;RUE ALBERT CARON;63 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1604;8;AVENUE EMMANUEL KANT;8 AVENUE EMMANUEL KANT;Maternelle Wilson;Elémentaire Vaillant Jaurès
1605;14;RUE PERRONET;14 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
1606;22;AVENUE EDOUARD VAILLANT;22 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1607;12;RUE ALBERT CARON;12 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1608;17;RUE CARNOT;17 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1609;19;RUE CARNOT;19 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1610;3;RUE CARNOT;3 BIS RUE CARNOT;Maternelle Simone Veil;Elémentaire Jules Ferry
1611;15;DOMAINE DES HOCQUETTES;15 DOMAINE DES HOCQUETTES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1612;2;AVENUE JEAN JAURES;2 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1613;22;AVENUE JEAN JAURES;22 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1614;2;ALLEE WILLIAM PENN;2 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1615;22;RUE CARNOT;22 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1616;2;RUE CARNOT;2 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1617;25;RUE CARNOT;25 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1618;26;AVENUE EDOUARD VAILLANT;26 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1619;10;PLACE DE STALINGRAD;10 PLACE DE STALINGRAD;Maternelle Wilson;Elémentaire Vaillant Jaurès
1620;17;RUE DE VERDUN;17 RUE DE VERDUN;Maternelle Simone Veil;Elémentaire Jules Ferry
1621;29;RUE DES PUITS;29 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1622;15;RUE DU CALVAIRE;15 RUE DU CALVAIRE;Maternelle République;Elémentaire des Raguidelles
1623;70;ALLEE DE LA PEPINIERE;70 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1624;43;RUE DES NOUVELLES;43 RUE DES NOUVELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1625;38;RUE DES NOUVELLES;38 RUE DES NOUVELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1626;2;ALLEE SCHEURER KESTNER;2 ALLEE SCHEURER KESTNER;Maternelle Simone Veil;Elémentaire Jules Ferry
1627;36;RUE GARDENAT LAPOSTOL;36 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1628;1;RUE CARNOT;1 RUE CARNOT;Maternelle Simone Veil;Elémentaire Jules Ferry
1629;13;ALLEE WILLIAM PENN;13 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1630;2;RUE ROBERT JOYEUX;2 RUE ROBERT JOYEUX;Maternelle Wilson;Elémentaire Vaillant Jaurès
1631;4;ALLEE WILLIAM PENN;4 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1632;24;RUE CARNOT;24 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1633;11;ALLEE BASSE DU VILLAGE ANGLAIS;11 ALLEE BASSE DU VILLAGE ANGLAIS;;Elémentaire Marcel Mouloudji
1634;19;RUE DU PAS SAINT-MAURICE;19 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1635;9;IMPASSE DES VIGNERONS;9 IMPASSE DES VIGNERONS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1636;60;RUE DES BONS RAISINS;60 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1637;34;RUE DES CARRIERES;34 RUE DES CARRIERES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1638;92;RUE DES ACQUEVILLES;92 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1639;43;RUE ALBERT CARON;43 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1640;2;AVENUE LEON BOURGEOIS;2 AVENUE LEON BOURGEOIS;Maternelle Wilson;Elémentaire Vaillant Jaurès
1641;65;RUE ALBERT CARON;65 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1642;16;AVENUE ALEXANDRE MAISTRASSE;16 AVENUE ALEXANDRE MAISTRASSE;Maternelle Wilson;Elémentaire Vaillant Jaurès
1643;18;AVENUE EDOUARD VAILLANT;18 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1644;12;AVENUE EDOUARD VAILLANT;12 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1645;16;AVENUE JEAN JAURES;16 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1646;14;RUE BERTHELOT;14 RUE BERTHELOT;Maternelle Simone Veil;Elémentaire Jules Ferry
1647;5;RUE GUSTAVE FLOURENS;5 RUE GUSTAVE FLOURENS;Maternelle Simone Veil;Elémentaire Jules Ferry
1648;33;AVENUE GEORGES POMPIDOU;33 AVENUE GEORGES POMPIDOU;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1649;24;RUE DIDEROT;24 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
1650;10;AVENUE FRANKLIN ROOSEVELT;10 AVENUE FRANKLIN ROOSEVELT;Maternelle Simone Veil;Elémentaire Jules Ferry
1651;105;RUE ROUGET DE LISLE;105 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1652;52;RUE ROUGET DE LISLE;52 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1653;15;RUE DANTON;15 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1654;12;RUE JEAN MACE;12 RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1655;12;RUE PAUL BERT;12 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
1656;12;RUE PAGES;12 RUE PAGES;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1657;12;RUE MARCEL MONGE;12 RUE MARCEL MONGE;Maternelle République;Elémentaire Parc
1658;3;CITE RAYMOND COSSON;3 CITE RAYMOND COSSON;;
1659;4;AVENUE GABRIEL PERI;4 AVENUE GABRIEL PERI;Maternelle Simone Veil;Elémentaire Jules Ferry
1660;142;BOULEVARD HENRI SELLIER;142 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1661;54;RUE ROGER SALENGRO;54 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1662;17;RUE VICTOR HUGO;17 RUE VICTOR HUGO;Maternelle des Cottages;Elémentaire des Cottages
1663;3;ALLEE GEORGES BIZET;3 ALLEE GEORGES BIZET;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1664;18;RUE DIDEROT;18 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
1665;3;AVENUE SISLEY;3 AVENUE SISLEY;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
1666;31;RUE WORTH;31 RUE WORTH;Maternelle des Raguidelles;Elémentaire des Raguidelles
1667;33;RUE MERLIN DE THIONVILLE;33 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
1668;40;RUE PAUL BERT;40 RUE PAUL BERT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1669;4;RUE ALEXANDRE DARRACQ;4 RUE ALEXANDRE DARRACQ;Maternelle Simone Veil;Elémentaire Jules Ferry
1670;8;PLACE DE STALINGRAD;8 PLACE DE STALINGRAD;Maternelle Wilson;Elémentaire Vaillant Jaurès
1671;4;AVENUE EMMANUEL KANT;4 BIS AVENUE EMMANUEL KANT;Maternelle Wilson;Elémentaire Vaillant Jaurès
1672;27;AVENUE EDOUARD VAILLANT;27 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1673;13;RUE KELLOGG;13 RUE KELLOGG;Maternelle Wilson;Elémentaire Vaillant Jaurès
1674;18;RUE CARNOT;18 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1675;27;RUE VOLTAIRE;27 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1676;110;RUE GAMBETTA;110 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1677;29;RUE VICTOR HUGO;29 RUE VICTOR HUGO;Maternelle des Cottages;Elémentaire des Cottages
1678;58;RUE FERNAND FOREST;58 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1679;4;ALLEE BASSE DU VILLAGE ANGLAIS;4 ALLEE BASSE DU VILLAGE ANGLAIS;;Elémentaire Marcel Mouloudji
1680;16;PLACE DE STALINGRAD;16 PLACE DE STALINGRAD;Maternelle Wilson;Elémentaire Vaillant Jaurès
1681;2;AVENUE GUSTAVE STRESEMANN;2 AVENUE GUSTAVE STRESEMANN;Maternelle Wilson;Elémentaire Vaillant Jaurès
1682;8;BOULEVARD ARISTIDE BRIAND;8 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
1683;162;RUE GAMBETTA;162 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1684;2;RUE HONORE D'ESTIENNE D'ORVES;2 QUATER RUE HONORE D'ESTIENNE D'ORVES;Maternelle Simone Veil;
1685;8;RUE CHEVREUL;8 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1686;25;RUE HENRI REGNAULT;25 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1687;14;RUE CHEVREUL;14 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1688;37;RUE GEORGES APPAY;37 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
1689;33;RUE HENRI REGNAULT;33 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1690;10;RUE FREDERIC CLAVEL;10 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
1691;5;RUE PASTEUR;5 RUE PASTEUR;Maternelle République;Elémentaire Parc
1692;8;RUE MARCEL MONGE;8 RUE MARCEL MONGE;Maternelle République;Elémentaire Parc
1693;21;RUE DU COMMANDANT RIVIERE;21 RUE DU COMMANDANT RIVIERE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1694;33;RUE DES MOULINEAUX;33 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1695;37;RUE BENOIT MALON;37 RUE BENOIT MALON;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1696;93;RUE GAMBETTA;93 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1697;79;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;79 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1698;44;ALLEE SANTOS DUMONT;44 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1699;126;BOULEVARD HENRI SELLIER;126 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1700;44;RUE VICTOR DIEDERICH;44 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
1701;53;RUE DES COUVALOUX;53 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1702;60;RUE DES COUVALOUX;60 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1703;14;RUE DU VAL D'OR;14 RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1704;2;RUE DU VAL D'OR;2 QUATER RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1705;2;RUE DU VAL D'OR;2 TER RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1706;4;RUE DU VAL D'OR;4 RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1707;44;RUE DU VAL D'OR;44 RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1708;122;RUE LAKANAL;122 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1709;45;RUE CLUSERET;45 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
1710;117;BOULEVARD HENRI SELLIER;117 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1711;86;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;86 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1712;181;RUE DE VERDUN;181 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1713;4;RUE DU VAL D'OR;4 BIS RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1714;150;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;150 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1715;12;RUE RAYMOND COSSON;12 RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1716;19;RUE ARTHEME GENTEUR;19 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
1717;64;RUE GAMBETTA;64 BIS RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1718;91;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;91 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1719;81;RUE GAMBETTA;81 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1720;51;RUE DES MEUNIERS;51 RUE DES MEUNIERS;Maternelle République;Elémentaire Parc
1721;17;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;17 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1722;21;ALLEE JEAN-BAPTISTE LULLY;21 ALLEE JEAN-BAPTISTE LULLY;;Elémentaire Marcel Mouloudji
1723;4;RUE VICTOR DIEDERICH;4 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
1724;108;RUE LAKANAL;108 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1725;5;RUE DES VELETTES;5 RUE DES VELETTES;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1726;102;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;102 BIS BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1727;4;RUE DE MONTRETOUT;4 RUE DE MONTRETOUT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1728;43;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;43 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1729;94;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;94 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1730;96;BOULEVARD HENRI SELLIER;96 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1731;17;ALLEE JEAN-BAPTISTE LULLY;17 ALLEE JEAN-BAPTISTE LULLY;;Elémentaire Marcel Mouloudji
1732;29;RUE GEORGES APPAY;29 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
1733;19;RUE EDOUARD NIEUPORT;19 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1734;40;RUE GEORGES APPAY;40 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
1735;6;RUE DES COUVALOUX;6 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1738;4;RUE GARIBALDI;4 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
