id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
1739;36;RUE DU DOCTEUR MAGNAN;36 RUE DU DOCTEUR MAGNAN;Maternelle République;Elémentaire Parc
1740;3;RUE DES CHENES;3 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1741;31;RUE DES BOCHOUX;31 RUE DES BOCHOUX;Maternelle des Cottages;Elémentaire des Cottages
1742;115;RUE DE VERDUN;115 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1743;117;RUE DE VERDUN;117 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1744;143;RUE DE VERDUN;143 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1745;147;RUE DE VERDUN;147 BIS RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1746;153;RUE DE VERDUN;153 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1747;167;RUE DE VERDUN;167B RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1748;201;RUE DE VERDUN;201 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1749;3;RUE DU CAPITAINE FERBER;3 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1750;3;ALLEE DES MOUETTES;3 ALLEE DES MOUETTES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1751;27;RUE DES COTTAGES;27 RUE DES COTTAGES;Maternelle des Cottages;Elémentaire des Cottages
1752;5;RUE DU CAPITAINE FERBER;5 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1753;36;RUE DES BONS RAISINS;36 BIS RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1754;45;IMPASSE DES BOURETS;45 IMPASSE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1755;103;ROUTE DES FUSILLES DE LA RESISTANCE;103 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1756;23;RUE DE VERDUN;23 RUE DE VERDUN;Maternelle Simone Veil;Elémentaire Jules Ferry
1757;34;RUE DE VERDUN;34 BIS RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1758;39;RUE DE VERDUN;39 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1759;16;RUE DES PUITS;16 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1760;2;RUE DES PUITS;2 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1761;47;AVENUE DES LANDES;47 AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1762;19;RUE DES MOULINEAUX;19 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1763;24;RUE DES PARIGOTS;24 RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
1764;5;RUE DE LA TUILERIE;5 RUE DE LA TUILERIE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1765;44;RUE DES ACQUEVILLES;44 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1766;55;RUE DU PAS SAINT-MAURICE;55 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1767;75;ROUTE DES FUSILLES DE LA RESISTANCE;75 BIS ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1768;41;RUE DE VERDUN;41 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1769;42;RUE DE VERDUN;42 TER RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1770;47;RUE DE VERDUN;47 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1771;48;RUE DE VERDUN;48 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1772;50;RUE DE VERDUN;50 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1773;18;RUE DES PARIGOTS;18 RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
1774;10;ALLEE DES JONQUILLES;10 ALLEE DES JONQUILLES;Maternelle des Cottages;Elémentaire des Cottages
1775;150;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;150 BIS BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1776;149;BOULEVARD HENRI SELLIER;149 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1777;94;AVENUE DE FOUILLEUSE;94 AVENUE DE FOUILLEUSE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1778;31;RUE DE LA REPUBLIQUE;31 BIS RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1779;36;RUE DES FLEURS;36 RUE DES FLEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1780;51;RUE DE VERDUN;51 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1781;55;RUE DE VERDUN;55 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1782;57;RUE DE VERDUN;57 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1783;69;RUE DE VERDUN;69 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1784;71;RUE DE VERDUN;71 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1785;7;AVENUE DE LA BELLE GABRIELLE;7 AVENUE DE LA BELLE GABRIELLE;Maternelle Marcel Mouloudji;
1786;60;RUE DE LA LIBERTE;60 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1787;17;RUE DE LA CERISAIE;17 RUE DE LA CERISAIE;Maternelle Simone Veil;Elémentaire Jules Ferry
1788;50;RUE DES MOULINEAUX;50 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1789;39;RUE DES BARTOUX;39 RUE DES BARTOUX;Maternelle des Cottages;Elémentaire des Cottages
1790;73;RUE DE VERDUN;73 RUE DE VERDUN;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1791;84;RUE DE LA REPUBLIQUE;84 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1792;44;AVENUE DES LANDES;44 AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1793;16;RUE DES FLEURS;16 BIS RUE DES FLEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1794;28;RUE DU VAL D'OR;28 RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1795;2;IMPASSE DES PETITS CLOS;2 IMPASSE DES PETITS CLOS;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1796;23;RUE DE LA TUILERIE;23 RUE DE LA TUILERIE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1797;83;RUE DES ACQUEVILLES;83 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1798;17;RUE DU MONT VALERIEN;17 RUE DU MONT VALERIEN;Maternelle Simone Veil;Elémentaire Jules Ferry
1799;68;RUE DES CHENES;68 RUE DES CHENES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1800;47;RUE DES PARIGOTS;47 RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
1801;11;RUE DE LA CERISAIE;11 RUE DE LA CERISAIE;Maternelle Simone Veil;Elémentaire Jules Ferry
1802;199;RUE DE VERDUN;199 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1803;17;RUE DU BAC;17 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
1804;8;RUE DES BONS RAISINS;8 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1805;26;RUE DU DOCTEUR EMILE ROUX;26 RUE DU DOCTEUR EMILE ROUX;Maternelle des Raguidelles;Elémentaire des Raguidelles
1806;11;RUE DU BAC;11 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
1807;11;RUE DES VIGNES;11 RUE DES VIGNES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1808;1;ALLEE DES JONQUILLES;1 ALLEE DES JONQUILLES;Maternelle des Cottages;Elémentaire des Cottages
1809;35;RUE DU DOCTEUR MAGNAN;35 RUE DU DOCTEUR MAGNAN;Maternelle République;Elémentaire Parc
1810;11;RUE DES BONS RAISINS;11 BIS RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1811;67;RUE DES ACQUEVILLES;67 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1812;28;AVENUE DE LA CRIOLLA;28 AVENUE DE LA CRIOLLA;Maternelle des Raguidelles;Elémentaire des Raguidelles
1813;72;RUE DES COUVALOUX;72 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1814;7;RUE DU BEL AIR;7 RUE DU BEL AIR;Maternelle des Cottages;Elémentaire des Cottages
1815;57;ROUTE DES FUSILLES DE LA RESISTANCE;57 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1816;56;RUE DU VAL D'OR;56 BIS RUE DU VAL D'OR;Maternelle Edouard Vaillant;
1817;16;RUE DU POINT HAUT;16 RUE DU POINT HAUT;Maternelle des Raguidelles;Elémentaire des Raguidelles
1818;9;RUE DE BELLEVUE;9 RUE DE BELLEVUE;Maternelle des Cottages;Elémentaire des Raguidelles
1819;77;RUE DES CHENES;77 RUE DES CHENES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1820;33;RUE DE LA REPUBLIQUE;33 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1821;36;AVENUE DE LA CRIOLLA;36 AVENUE DE LA CRIOLLA;Maternelle des Raguidelles;Elémentaire des Raguidelles
1822;10;CHEMIN DE LA LIBERTE;10 CHEMIN DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1823;15;CHEMIN DE LA LIBERTE;15 CHEMIN DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1824;7;RUE DANTON;7 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1825;7;RUE DES BOURETS;7 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1826;31;RUE DE LA TUILERIE;31 RUE DE LA TUILERIE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1827;71;RUE CARNOT;71 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1828;10;ALLEE DES TILLEULS;10 ALLEE DES TILLEULS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1829;21;RUE DES BAS ROGERS;21 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1830;154;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;154 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1831;10;RUE DU CALVAIRE;10 RUE DU CALVAIRE;Maternelle République;Elémentaire des Cottages
1832;66;RUE DES ACQUEVILLES;66 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1833;6;IMPASSE DES VIGNERONS;6 IMPASSE DES VIGNERONS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1834;76;RUE CARNOT;76 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1835;7;RUE DES BONS RAISINS;7 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1836;38;RUE DES FLEURS;38 RUE DES FLEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1837;11;RUE DES ACQUEVILLES;11 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1838;26;RUE DE LA LIBERTE;26 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1839;6;RUE DE SAINT-CLOUD;6 RUE DE SAINT-CLOUD;Maternelle Simone Veil;
1840;66;RUE DES BONS RAISINS;66 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1841;46;RUE DE VERDUN;46 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1842;25;AVENUE DE LA CRIOLLA;25 AVENUE DE LA CRIOLLA;Maternelle des Raguidelles;Elémentaire des Raguidelles
1843;20;RUE DE LA CERISAIE;20 RUE DE LA CERISAIE;Maternelle Simone Veil;Elémentaire Jules Ferry
1844;15;RUE DE SEVRES;15 RUE DE SEVRES;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1845;9;RUE DE LA PASSERELLE;9 RUE DE LA PASSERELLE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1846;90;RUE DE LA LIBERTE;90 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1847;9;RUE DU BAC;9 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
1848;52;RUE DE LA REPUBLIQUE;52 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1849;30;RUE DU PAS SAINT-MAURICE;30 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1850;58;AVENUE DES LANDES;58 AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1851;74;RUE DES COUVALOUX;74 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1852;81;RUE DES ACQUEVILLES;81 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1853;29;RUE DES PARIGOTS;29 RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
1854;3;ALLEE DE LA PEPINIERE;3 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1855;130;RUE LAKANAL;130 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1856;95;RUE CARNOT;95 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1857;79;RUE DES RAGUIDELLES;79 RUE DES RAGUIDELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1858;37;IMPASSE DES CHERCHEVETS;37 IMPASSE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1859;18;RUE DES COUVALOUX;18 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1860;80;AVENUE DE FOUILLEUSE;80 AVENUE DE FOUILLEUSE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1861;32;RUE DES BONS RAISINS;32 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1862;25;RUE DE L' HIPPODROME;25 RUE DE L'HIPPODROME;Maternelle Simone Veil;
1863;4;AVENUE DE FOUILLEUSE;4 AVENUE DE FOUILLEUSE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1864;49;BOULEVARD HENRI SELLIER;49 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1865;10;RUE DES ACQUEVILLES;10 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1866;4;AVENUE DES CONFERENCES DE SURESNES;4 AVENUE DES CONFERENCES DE SURESNES;Maternelle des Raguidelles;
1867;2;RUE DES CHENES;2 BIS RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1868;95;RUE DES ACQUEVILLES;95 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1869;29;RUE DES BOURETS;29 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1870;159;RUE DE VERDUN;159 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1871;97;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;97 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
1872;22;RUE DE L' HIPPODROME;22 BIS RUE DE L'HIPPODROME;Maternelle Simone Veil;
1873;125;RUE DE VERDUN;125 RUE DE VERDUN;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1874;41;RUE DE LA REPUBLIQUE;41 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1875;43;RUE DES CHERCHEVETS;43 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1876;83;RUE DES RAGUIDELLES;83 RUE DES RAGUIDELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1877;46;RUE DES BONS RAISINS;46 RUE DES BONS RAISINS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1878;9;RUE DES BOURETS;9 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1879;8;RUE DES COUVALOUX;8 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1880;10;RUE DU DOCTEUR EMILE ROUX;10 RUE DU DOCTEUR EMILE ROUX;Maternelle des Raguidelles;Elémentaire des Raguidelles
1881;23;RUE DES BOURETS;23 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1882;41;RUE DES BARTOUX;41 RUE DES BARTOUX;Maternelle des Cottages;Elémentaire des Cottages
1883;27;RUE DES PUITS;27 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
1884;29;ALLEE DES TILLEULS;29 ALLEE DES TILLEULS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1885;11;RUE DES COUVALOUX;11 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1886;9;RUE DU FECHERAY;9 RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
1887;73;RUE DES BAS ROGERS;73 RUE DES BAS ROGERS;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1888;8;AVENUE DES CONFERENCES DE SURESNES;8 AVENUE DES CONFERENCES DE SURESNES;Maternelle des Raguidelles;
1889;21;RUE DE LA LIBERTE;21 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1890;6;ALLEE DES BERGERONNETTES;6 ALLEE DES BERGERONNETTES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1891;1;RUE DU CAPITAINE FERBER;1 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1892;31;RUE DES PARIGOTS;31 RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
1893;51;RUE DE LA REPUBLIQUE;51 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1894;43;RUE DE LA LIBERTE;43 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1895;3;ALLEE DES LILAS;3 ALLEE DES LILAS;Maternelle des Raguidelles;Elémentaire des Raguidelles
1896;2;RUE DU FECHERAY;2 BIS RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
1897;24;RUE DES MOULINEAUX;24 BIS RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1898;25;RUE DES BAS ROGERS;25 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1899;48;RUE DE LA PROCESSION;48 RUE DE LA PROCESSION;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1900;21;RUE DES CHENES;21 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
1901;13;RUE DU BAC;13 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
1902;1;RUE DU CALVAIRE;1 RUE DU CALVAIRE;Maternelle République;Elémentaire des Raguidelles
1903;2;RUE DE LA REPUBLIQUE;2 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1904;20;CHEMIN DES ROSES;20 CHEMIN DES ROSES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1905;1;SQUARE DES TOURTERELLES;1 SQUARE DES TOURTERELLES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1906;6;ALLEE DES TILLEULS;6 ALLEE DES TILLEULS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1907;2;RUE DES BOURETS;2 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1908;33;RUE DES NOUVELLES;33 RUE DES NOUVELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1909;5;ALLEE DES PLATANES;5 ALLEE DES PLATANES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1910;36;RUE DES BOURETS;36 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1911;45;RUE MERLIN DE THIONVILLE;45 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
1912;26;RUE DES BARTOUX;26 RUE DES BARTOUX;Maternelle des Cottages;Elémentaire des Cottages
1913;6;RUE VICTOR DIEDERICH;6 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
1914;86;RUE DES ACQUEVILLES;86 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1915;19;RUE DU RATRAIT;19 BIS RUE DU RATRAIT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
1916;3;RUE DU TERTRE;3 RUE DU TERTRE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1917;4;VILLA DE LA STATION;4 VILLA DE LA STATION;Maternelle des Cottages;Elémentaire des Cottages
1918;31;RUE DE LA REPUBLIQUE;31 RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
1919;114;RUE DES NOUVELLES;114 RUE DES NOUVELLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1920;4;IMPASSE DU FOUR;4 IMPASSE DU FOUR;Maternelle Simone Veil;Elémentaire Jules Ferry
1921;116;RUE DES NOUVELLES;116 RUE DES NOUVELLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1922;7;ALLEE DES BERGERONNETTES;7 ALLEE DES BERGERONNETTES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1923;65;ALLEE DE LA PEPINIERE;65 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1924;29;RUE ALBERT CARON;29 TER RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1925;4;ALLEE DE LA PEPINIERE;4 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
1926;39;RUE DU PAS SAINT-MAURICE;39 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1927;65;RUE DES CHERCHEVETS;65 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
1928;73;ROUTE DES FUSILLES DE LA RESISTANCE;73 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
1929;34;RUE DU CAPITAINE FERBER;34 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1930;6;RUE CURIE;6 RUE CURIE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1931;47;RUE DES CARRIERES;47 RUE DES CARRIERES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1932;25;RUE DES TOURNEROCHES;25 RUE DES TOURNEROCHES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1933;74;BOULEVARD HENRI SELLIER;74 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1934;6;RUE BAUDIN;6 RUE BAUDIN;Maternelle Simone Veil;Elémentaire Jules Ferry
1935;26;RUE DES VIGNES;26 RUE DES VIGNES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1936;6;PASSAGE DU VAL D'OR;6 PASSAGE DU VAL D'OR;;Elémentaire Jules Ferry
1937;4;RUE DU BAC;4 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
1938;28;RUE DESBASSAYNS DE RICHEMONT;28 RUE DESBASSAYNS DE RICHEMONT;Maternelle Simone Veil;Elémentaire Jules Ferry
1939;68;RUE DES COUVALOUX;68 RUE DES COUVALOUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1940;15;RUE DU PAS SAINT-MAURICE;15 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1941;59;RUE DE LA LIBERTE;59 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
1942;13;RUE DU FECHERAY;13 RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
1943;24;ALLEE DES GROS BUISSONS;24 ALLEE DES GROS BUISSONS;Maternelle Wilson;Elémentaire Vaillant Jaurès
1944;98;RUE DE LA PROCESSION;98 RUE DE LA PROCESSION;Maternelle des Raguidelles;Elémentaire des Raguidelles
1945;14;RUE DES PAVILLONS;14 RUE DES PAVILLONS;Maternelle des Cottages;Elémentaire des Cottages
1946;2;PLACE DU RATRAIT;2 PLACE DU RATRAIT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1947;31;AVENUE JEAN JAURES;31 AVENUE JEAN JAURES;Maternelle Wilson;Elémentaire Vaillant Jaurès
1948;18;AVENUE DU GENERAL DE GAULLE;18 AVENUE DU GENERAL DE GAULLE;;Elémentaire des Raguidelles
1949;19;RUE DU DOCTEUR MARC BOMBIGER;19 RUE DU DOCTEUR MARC BOMBIGER;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
1950;75;RUE DU PAS SAINT-MAURICE;75 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
1951;11;RUE DIDEROT;11 BIS RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
1952;2;ALLEE DES VIOLETTES;2 ALLEE DES VIOLETTES;Maternelle des Cottages;Elémentaire des Cottages
1953;15;CHEMIN DES ROSES;15 CHEMIN DES ROSES;Maternelle des Raguidelles;Elémentaire des Raguidelles
1954;42;ALLEE SANTOS DUMONT;42 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
1955;13;RUE DES COTTAGES;13 BIS RUE DES COTTAGES;Maternelle des Cottages;Elémentaire des Cottages
1956;3;CHEMIN DU SYNDICAT DES CULTIVATEURS;3 CHEMIN DU SYNDICAT DES CULTIVATEURS;;Elémentaire Vaillant Jaurès
1957;18;RUE DES BOURETS;18 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
1958;11;RUE DU CLOS DES ERMITES;11 RUE DU CLOS DES ERMITES;Maternelle Simone Veil;Elémentaire Jules Ferry
1959;30;RUE DES MOULINEAUX;30 RUE DES MOULINEAUX;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
1960;55;AVENUE FRANKLIN ROOSEVELT;55 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
1961;5;ALLEE BEAU SITE;5 ALLEE BEAU SITE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
1962;151;BOULEVARD HENRI SELLIER;151 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
1963;18;ALLEE DES MIMOSAS;18 ALLEE DES MIMOSAS;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
